Datum;Stand Willem Loresluis;Stand Driewegsluis
20120413;1468,14;506,5
20060524;1474,72;506,9
20230713;1474,7;504,3
20191126;1474,28;504,9
20120526;1471,96;495
20061005;1478,84;504,2
20060428;1476,42;499,9
20230712;1476,5;504,4
20210319;1474,18;497
20110330;1473,66;505,8
20130705;1471,34;501
19710510;1468,92;502,9
20210814;1466,6;500
19670728;1470,28;510
20210808;1476,36;506,4
20200205;1474,04;497
20050409;1476,62;506,9
20221001;1486,7;515,4
20200122;1484,78;496,4
20130610;1482,46;504
20061024;1489,44;513,3
20191020;1487,02;496,9
20050416;1489,3;502,6
20130702;1488,48;502,5
20191125;1486,16;495
20050414;1486,14;501,3
20100517;1484,52;500,7
20050413;1490,4;504,2
20060221;1489,48;499,4
20191023;1487,26;495,1
20180908;1484,84;497,9
20110329;1482,52;495
20120617;1480,1;500,9
20060306;1483,28;505,5
20191015;1481,36;500,4
20170705;1479,04;501
20061025;1479,52;505,8
20180811;1477,3;498,1
20120404;1474,88;499,9
20060908;1472,56;497
20100509;1470,24;498
20230708;1467,92;495
20110401;1465,6;496
20220716;1463,28;500
20120603;1469,56;505,6
20070426;1467,24;505
20230709;1467,32;502,4
20001211;1475,5;514,5
20090923;1473,08;498,9
20050421;1470,76;496
19060124;1468,44;497
20201012;1466,02;504,9
19670725;1463,7;504
20200128;1466,58;505,2
20050322;1465,96;499,7
19710811;1464,14;499,5
19670812;1462,32;499,5
20130701;1460;498
19661030;1457,68;502
20201010;1465,26;513,9
20120510;1473,04;515,1
20061009;1470,62;497,9
20120613;1468,3;501
20060220;1465,98;501
20060525;1467,46;506,8
20200513;1465,34;503,2
20120410;1467,12;509,1
20210904;1464,8;498
20050401;1462,48;504
20130503;1460,16;501
19710508;1458,04;505,2
20031206;1456,52;498,8
20180818;1454,2;501
20180901;1451,88;505
20040517;1449,56;496
20010627;1448,14;505,9
20180816;1447,12;505,3
19661111;1444,9;498,1
20220506;1442,58;503
20230614;1440,26;502
20210305;1437,94;498
20061112;1440,92;504,3
20210819;1439;495,4
20050321;1436,68;500
20060606;1434,36;495
20210816;1438,54;505,5
20180802;1436,22;497
20170629;1434;502,1
20100516;1431,58;503,9
20060131;1429,26;496
20200121;1426,94;495
19661109;1443,82;519,2
20060319;1441,5;498
19060126;1439,98;495,8
20170622;1438,96;502,3
20061119;1438,84;507,2
20060821;1445,52;505
20120525;1443,2;501
20210318;1440,78;498,9
20100419;1438,46;502
20050209;1436,34;502,2
20090706;1435,72;506,7
20130704;1433,5;505,1
20061118;1432,28;505,1
20060427;1429,96;501
20210813;1427,64;496
20200204;1431,72;504,4
19710509;1432,7;501,3
20130609;1430,38;505
20211019;1429,26;496,2
20191014;1428,44;499,5
20180815;1426,12;503
20191124;1423,8;497
20191019;1422,78;500,3
20191022;1420,36;501,9
19670808;1419,64;499,6
20230101;1423,42;502,1
20110328;1421,1;498
20060215;1432,68;511,9
19710810;1432,56;498,2
19670811;1430,74;499,5
20180907;1433,82;510,4
20090705;1431,4;502,9
20010626;1429,08;499
20180810;1433,36;503,6
20170626;1431,04;498
20120616;1428,62;503,9
20050419;1434,6;506,3
20170704;1432,18;501,9
20170624;1435,36;501,5
20031205;1433,04;501
19710809;1430,72;504
20210314;1430,7;501,3
20210313;1436,08;511,7
20060907;1433,96;504,2
20031122;1433,14;498,5
20100508;1430,92;496,1
20230707;1428,6;499
20110331;1431,78;502,5
20220715;1429,46;496
20170621;1427,14;505
20120403;1425,52;500,7
20070425;1423,2;500
20230103;1422,18;498,3
20050420;1422,46;506,6
19060123;1420,14;495
20090922;1417,82;501
19670724;1415,5;498
20050326;1413,68;504,5
20191013;1417,56;511,2
20170605;1415,24;504
20201011;1417,32;502,4
20130630;1415;501
19661029;1412,78;505,1
20170627;1413,26;503,8
20010804;1412,24;499,3
19670807;1409,92;500
20061115;1408;502,4
20010614;1405,68;499
20100511;1410,86;506,5
20200512;1408,54;500
20061117;1406,22;498
19060118;1412,4;504,5
20210818;1411,68;497,6
19710507;1409,36;504
19060125;1412,04;502
20010712;1417,32;507,6
20211018;1414,9;495,9
20120612;1412,58;505
20060219;1410,16;500,9
20191018;1408,14;495,3
20210315;1408,82;506
20120610;1406,4;498,9
19670809;1407,38;498,3
20061008;1405,06;504
20210903;1402,74;495
20050331;1401,82;504,4
19661110;1403,5;508
20130502;1401,18;496
20120620;1398,86;499
20180817;1401,14;500,6
20180831;1398,82;505
20040516;1396,5;504
20220505;1394,18;501
20170630;1396,06;503,2
20031121;1393,64;499,9
20230613;1391,32;504
20210304;1388,9;495,9
20061113;1391,18;509,6
20050320;1388,86;498
20191110;1386,54;505
19710806;1384,62;501,4
20060605;1382,2;502,9
20180828;1379,88;502
20170628;1380,66;505,1
20230102;1382,14;503,8
20200113;1379,72;499,9
20180801;1377,4;497
20091031;1375,08;498
20210817;1377,46;500,7
20060130;1375,14;504
20050208;1372,82;505
20200120;1370,5;495
20060318;1368,18;501
20100515;1365,86;499
20010803;1364,04;502,5
20130703;1368,32;504,6
20120524;1367;499
20091007;1380,28;516,6
20100418;1377,96;505
20060426;1377,54;500,9
20210317;1375,62;497,4
20050330;1373,4;495,1
20210812;1370,98;498,9
20130511;1386,06;522,4
19670810;1387,04;506,3
20120402;1384,72;495
20061229;1382,6;501,2
20130608;1380,28;505
20001228;1379,56;506,6
20001212;1383,54;502,3
20180814;1381,82;505,6
20191123;1379,5;504
19060120;1377,68;498,5
20060425;1375,36;505
20191021;1380,24;505,2
20110327;1377,92;498
20060216;1380,2;502,6
20060906;1377,88;503
20050325;1375,76;502,2
20120605;1373,44;499
20001213;1373,82;501,7
20100906;1371,5;503
20010625;1369,18;500
20170625;1371,46;500,6
20100507;1369,54;504,4
20031204;1367,22;503
19710808;1365,2;503,3
20090704;1362,88;502
20230729;1362,46;501,9
20120615;1368,84;509,7
20061114;1370,32;499,8
20170703;1369;505
20230706;1366,88;497,2
20031123;1369,26;504,7
20220714;1366,94;500
20170620;1364,62;498
20070424;1362,3;500
20001227;1362,08;505,1
19060122;1359,76;500
19661028;1357,44;495
20130628;1368,12;512
20090921;1365,8;505
19670723;1363,48;505
20191017;1362,16;500
20170604;1359,84;498
20130629;1359,92;500,4
20201226;1358,8;506,2
20001226;1356,48;495
19670806;1354,16;495
20230728;1352,84;505
20010613;1350,52;499
20200511;1348,8;501,6
20120523;1368,98;520,5
20061116;1371,36;501,7
19710506;1369,04;504
20170710;1366,82;502,1
20120611;1369,1;507,6
19710805;1367,08;505,3
20061007;1366,56;497,8
20211017;1364,14;495,9
20210902;1361,82;500
20060218;1359,8;502,3
20130501;1357,48;495
20120619;1355,16;505
20120609;1352,74;504,9
20180830;1350,42;498
20040515;1348,1;505
20220504;1345,78;504
20230612;1343,46;499
20210111;1342,34;504,2
20050319;1340,12;496,1
20031120;1338,1;501,3
20010802;1337,28;498,5
20210303;1334,96;495
20191109;1332,84;498,2
20200107;1330,42;502,9
20220604;1328,1;501
20220130;1325,68;504,9
20180827;1323,56;500,2
20200212;1321,34;500,1
20180731;1319,02;496
20060604;1316,6;495,9
19661021;1315,08;504,8
20210316;1317,96;502,2
20091030;1315,64;500
20061006;1322,32;505
20180813;1330,6;511,6
20200112;1330,08;503,8
20191103;1341,26;512,5
20120706;1338,84;498,9
20060129;1336,52;505
20050207;1334,2;501
20200119;1331,78;500,9
20170702;1330,06;498,6
20060317;1327,74;500
20100514;1325,42;497
20001214;1327;506,9
19060119;1330,28;502,6
20060828;1344,06;513,1
20201225;1341,64;499,9
20100417;1339,32;499
20050329;1337;503
20061228;1335,68;499
20170711;1336,66;500,3
20120707;1336,94;499,6
20191016;1343,32;508,7
19710802;1341;497
20120401;1338,68;496
20230727;1350,46;509,1
20210811;1348,14;496
20010801;1345,72;498,9
20130607;1343,4;501
20200111;1341,08;496
20100506;1338,76;499
20001229;1341,14;502,7
20191122;1339,12;497,3
20050324;1347,7;505,9
19710807;1350,98;507,6
20210110;1348,56;500,9
20060424;1346,14;504,9
20100913;1343,92;498,1
20110326;1341,5;497,9
20191106;1339,48;497,3
20060905;1337,06;498,9
20120604;1343,74;504
20200108;1344,92;502,5
20191104;1345,8;499,2
20230705;1368,88;523,4
20200510;1366,46;494,9
20100905;1364,14;497
20010624;1361,82;496
20031203;1359,5;497
20090703;1357,18;505
20001223;1354,96;504,1
20220713;1352,64;503
20170619;1350,32;505
20070423;1348;495
20191205;1345,78;499,1
19060121;1348,66;501,2
19670803;1346,84;501,5
19661027;1344,52;499
20210106;1342,3;501,1
19661115;1350,68;513,7
20090920;1348,36;501
19670722;1346,24;505,2
19710804;1343,92;499
20170603;1343,7;506,1
20201223;1358,08;518,7
20010201;1356,06;505,3
19661020;1353,84;498,1
20060217;1356,82;501,3
20001225;1354,7;501,2
19670805;1352,38;501
19710515;1352,26;505,2
20010612;1349,84;501,9
20170709;1347,52;498
19710505;1345,2;499
20170602;1342,88;495
20061227;1340,46;494,9
19710514;1355,84;522,7
20031119;1353,52;503
20061202;1352,1;498,9
20210901;1349,78;501
20130430;1347,46;498
20120618;1355,34;511,2
20191108;1353,02;504
20170701;1357,6;510,9
20180829;1361,88;504,6
20040514;1359,56;497
20211016;1357,24;499
20220503;1354,92;501
20050318;1352,5;501,9
20230611;1350,18;505
20120608;1348,36;502,5
20061120;1354,74;503,7
20180826;1353,72;504,3
20210302;1351,4;499
20130512;1355,38;503,3
20010120;1354,36;506,3
20220603;1352,04;501
20200211;1350,02;499,3
20200106;1348;500,3
20031130;1347,28;497,6
20210821;1356,86;516,9
20180730;1354,54;498
20220129;1352,72;503,5
20091029;1350,4;495
20220522;1348,08;498
20060603;1345,76;501
20211011;1343,54;496,1
20060128;1341,22;504
20130515;1339;502,1
20050206;1336,68;497
20060316;1334,26;504,9
20100513;1333,44;500,5
20120705;1331,52;495,4
20100502;1347,5;520,3
20200118;1347,48;504,3
19661022;1350,06;505,9
20200117;1348,44;498,7
20191127;1357,72;515,6
20100416;1355,4;496
20050328;1352,98;504,9
20140423;1350,66;502
20010126;1349,44;501,1
20191121;1347,12;501
20201224;1348,4;508,6
19710801;1346,08;498
20120331;1343,66;502,9
20210810;1343,24;503,9
20130606;1340,92;503
20200110;1339,2;496,6
20191105;1341,18;502,3
20031129;1340,26;502,4
20100505;1337,94;498
20010731;1335,62;497
19670718;1333,3;504
20100912;1331,78;498,8
20050116;1329,46;502
20180825;1343,74;513,6
20010119;1341,32;500,9
20031219;1339;495
20061201;1336,78;497,1
20060902;1334,76;499,3
19670802;1352,84;520,4
20210109;1351,02;498,5
20060423;1349,4;499,7
20211014;1347,48;498,4
20210809;1357,26;513,1
20110325;1354,94;495
20100904;1352,62;505
20100512;1359;513,7
20010623;1356,68;498
20060904;1354,36;497
20031202;1352,04;502
20001222;1349,72;503
20090702;1347,4;498
20200509;1345,08;505
20191111;1351,06;512,3
20191204;1348,74;495
20010131;1346,42;504
20211125;1345,7;503,6
19670721;1343,78;496,4
20220712;1341,96;502,5
20170618;1339,64;503
20070422;1337,32;500
20210105;1335,1;502,1
20001224;1337,58;503,8
19661026;1335,36;500,1
20200209;1351,64;513,6
20090919;1349,32;505
19661019;1347;498
19710803;1350,28;504,6
20120607;1349,66;500,7
19670804;1352,14;506,8
20031128;1349,82;495
20010125;1348,6;500,1
20031115;1346,48;495,2
20170708;1344,06;498,9
19710504;1341,74;505
20010611;1339,52;497,1
20170601;1337,2;495
20061230;1342,98;506,1
20130425;1340,56;499,9
20031118;1339,14;505,9
20130513;1341,12;504,3
20130428;1338,8;505
20090827;1336,38;498,9
20061226;1333,96;496,9
20220128;1331,64;495
20210831;1329,32;503
20010717;1327,8;495,8
20010202;1330,48;505
20180727;1328,16;496
20130429;1328,24;501,4
20200210;1328,72;502,8
20200116;1326,4;498
20191107;1329,68;503,6
20200105;1327,46;502,1
20040513;1325,14;499
20211124;1322,82;497
20211015;1323,8;498,3
20220502;1321,48;503
20230610;1319,16;503
20050317;1316,74;502,9
20210301;1314,42;501
20120606;1320,2;510,1
20230108;1318,28;499,4
20220602;1315,96;497
20140704;1313,54;497,9
20120704;1311,22;501
20100911;1308,9;497
20191117;1307,78;506,2
20180729;1305,36;494,9
20211010;1303,94;499,9
20200109;1307,62;508
20091028;1305,3;505
20130514;1305,88;504,9
20010122;1305,66;502,1
20230106;1305,04;499,7
20220521;1302,72;499
19700626;1300,4;497
20140705;1300,68;501,6
20060602;1298,36;495
20060127;1295,94;496,9
20050205;1293,62;501
20061121;1296,4;500,1
20060422;1293,98;504,9
20010121;1296,76;510,1
20060315;1294,44;497
20100415;1292,12;505
20060829;1296,8;510
20170606;1304,98;505,5
20010531;1303,46;503,8
20140422;1301,14;495
20210108;1299,22;502,4
20191120;1296,9;503
20050327;1305,18;510,6
19710731;1302,86;502
20220623;1300,44;499,9
20010713;1308,52;512,4
20010124;1307,6;504,4
20010601;1307,78;501,5
20211013;1305,36;499,9
20060901;1302,94;501,9
20130605;1300,62;495
20120330;1298,2;495,9
20220126;1295,88;505
20100504;1293,56;498
20010730;1291,24;497
20230105;1289,72;496,8
20001231;1287,3;502,9
19670717;1285,08;503,1
20200114;1292,76;512
20220711;1290,44;502
20050115;1288,12;495
20061130;1285,8;503
20210118;1283,68;500,2
19670720;1281,36;504
20031218;1279,04;504
20200102;1276,72;504
20031117;1275,6;499,2
20220203;1273,98;496,7
20010118;1272,06;504,4
19661016;1270,44;505,7
20110324;1268,12;505
20100903;1265,8;495
20010622;1263,38;499,9
20060903;1265,86;502,8
20010716;1263,54;495
20031201;1267,02;507,8
20001221;1264,7;495
20230109;1265,98;503,6
20191116;1263,66;503
20090701;1261,34;498
20200508;1259,02;495
20170608;1257;505,3
20091023;1254,68;503
20191203;1252,36;501
20010130;1250,04;497
20210104;1248,82;506,1
20170617;1246,5;505
20070421;1244,18;500
19661025;1241,86;500
20090918;1239,54;496
20031114;1237,12;501,9
20010123;1238,5;504,7
19661018;1236,78;503,6
20211009;1234,46;495
20070101;1232,64;496,5
20031127;1230,32;500
20010610;1228,5;503,5
19710503;1226,18;496
20191112;1229,06;501,2
20170531;1226,74;501
20230107;1228,42;509
20170707;1226;495,9
20130427;1223,68;503
20200104;1222,46;497,1
20220127;1223,64;505,5
20210830;1221,32;502
20130424;1219;499
20180726;1216,58;502,9
20090826;1214,26;499
20061225;1211,84;503,9
20010530;1209,52;504
20200115;1210,7;500,5
20040512;1208,38;497
20211123;1207,46;497,4
19710613;1205,64;498,5
20220501;1203,32;500
20230609;1201;501
20031116;1203,68;505
20210228;1201,36;501
20220601;1200,04;502
20120703;1197,72;500
20050316;1196,4;504
20220530;1194,08;503
20230104;1204,26;515,5
20140703;1201,94;504
20100910;1200,92;501,3
20091008;1209,9;507,3
20210107;1215,48;503,9
20091027;1213,16;495
20010805;1223,24;509,4
20220520;1239,92;514
19700625;1237,6;505
20210103;1235,38;505,1
20180728;1238,26;507,2
20060601;1236,34;505,4
20050204;1234,02;504
20210115;1231,7;495
20220202;1229,88;501,5
20060126;1227,46;503,9
19661015;1225,14;495
20060314;1222,82;497
20060421;1220,4;504,9
20040809;1218,08;504
20100414;1215,76;495
20220330;1214,14;497,7
20140421;1212,02;499,2
20191119;1211,7;504
20230305;1209,68;500,3
20090716;1207,36;499
19710730;1205,04;498
20010117;1202,72;505
20211122;1200,4;505
20191201;1198,08;496
19670716;1197,36;502,6
20220622;1195,04;504
20130604;1192,72;495
20091102;1190,6;499,2
20211029;1188,18;503,9
20210117;1188,06;499,2
20031213;1209,04;524,3
20220125;1206,72;504
20211012;1211,9;510,5
20100503;1216,98;508,4
20010729;1214,66;499
20060831;1212,44;499,1
20200103;1214,62;499,5
20220710;1212,3;499
20210116;1212,88;505,9
20191118;1215,96;505,4
20120329;1213,64;496
20200215;1211,42;503,1
20050114;1209,2;499,1
20061129;1206,88;502
20001230;1213,96;514,4
20170607;1216,74;509,1
19670719;1221,52;503,1
19661017;1223,7;502,5
20220131;1231,58;514,2
20031217;1229,26;505
20200101;1226,94;499
20100829;1250,22;523,6
20060526;1263,3;510,4
19710728;1262,58;504,6
20110323;1260,26;505
20100909;1257,84;503,9
20100902;1255,42;499,9
20061231;1259,4;510,3
20010715;1258,88;506,8
20010609;1256,56;499
20001220;1254,24;501
20211020;1266,32;515,4
20191115;1264;500
20090630;1261,68;497
20200507;1259,36;504
20091022;1258,74;500,7
20010621;1256,42;505
20220531;1257,7;506,6
20191202;1258,28;501,9
20050315;1255,96;496
20010129;1253,54;503,9
20170616;1251,22;502
20070420;1248,9;500
20230306;1249,68;502,1
20091025;1247,26;499,9
19661024;1244,94;502
19670715;1242,62;500
20031227;1241,4;496,1
20060308;1258,08;516
20090917;1255,76;502
20211008;1253,44;498
19710612;1252,72;501,6
20100907;1262,5;514,1
20040506;1260,18;501
20031113;1258,06;495,2
20031126;1257,24;500,5
20010714;1260,62;500,7
20050117;1266,1;511,8
19710719;1263,78;500
20050130;1262,56;501,1
19710727;1261,04;499,8
19710502;1258,72;501
20170530;1256,4;499
20091021;1253,98;496,9
20060326;1270,96;520,3
19670831;1268,64;500
20211120;1268,02;501,7
20130426;1272,7;511
20210829;1271,48;504,1
20170706;1286,16;519
20140707;1283,84;498
20130423;1282,72;501,2
19710721;1282,1;500,7
20090825;1281,78;500
20010529;1279,46;497
20040511;1277,14;500
20220430;1274,82;495
20180725;1272,4;495,9
20230608;1270,08;503
20061224;1267,66;501,9
20031220;1273,44;505,1
20220329;1271,12;499
20220201;1272,3;508,5
20060531;1270,28;500,3
20070104;1270,26;499,3
20070103;1269,64;500,7
20210227;1267,32;503
19700623;1265;495
20230730;1275,28;507,6
20120702;1272,96;500
20070105;1273,04;499,4
19710611;1270,62;497,9
20220529;1268,8;496,5
20090824;1266,38;495,9
20140702;1264,06;500
20210102;1262,04;496,3
20091026;1263,12;504,4
20220204;1266,9;504,1
20031125;1264,58;505
20211119;1262,26;503
19710609;1260,54;497,6
19700624;1260,82;497,6
20050203;1258,9;495,4
20210114;1256,58;503
19710720;1257,46;508,2
20230304;1255,44;505,3
20140420;1253,12;495
20031226;1250,7;496,9
19661014;1248,38;498
20070507;1286,96;539,9
20060313;1284,64;502
19670813;1299,72;521,4
20060125;1297,9;496,5
20040808;1295,58;499
20100413;1293,26;503
20210827;1292,84;497,9
20140506;1290,62;496,1
20030921;1288,3;498
20070102;1291,78;501,8
20091101;1303,76;519,3
20060420;1301,44;499
20090715;1299,42;503,3
19710729;1301,3;506,2
20010116;1298,98;505
20211121;1300,06;500,4
20050129;1297,94;500,2
20191130;1295,52;498,9
20060830;1300,4;504,2
20220621;1298,08;496
20130603;1295,76;499
20201227;1306,44;510
20230110;1310,62;502,5
20130422;1308,3;501
20220124;1305,98;504
20200214;1303,96;503,3
20050113;1301,64;501
20010728;1299,32;500
20050201;1297,4;501,4
20211028;1295,08;499
20220709;1292,76;496
20210828;1293,14;505,7
20120328;1290,82;499
20210826;1289;497,5
20061128;1286,58;503,9
20060527;1288,76;504,5
20031216;1286,34;494,9
19710726;1284,12;499,1
20191231;1281,8;503
20060528;1281,98;502,5
20110322;1279,66;501
20010608;1277,34;502
20010203;1283,52;509,5
20100908;1285,4;499,2
20100220;1283,28;499,2
20080705;1281,36;498,4
20060328;1279,14;504,1
20001219;1276,82;505
20191114;1274,5;498
20090629;1272,18;497
20200506;1269,86;503
20100901;1267,54;501
20010620;1265,12;501,9
20050314;1262,9;502,1
20060412;1262,28;501,7
20010102;1260,26;504,3
20170615;1257,94;496
20070419;1255,62;503
20110317;1253,2;500,9
