FactuurNummer,FactuurDatum,LeverancierID,KlantID,Verkoopcategorie,Subcategorie,Product,Bedrag
16051,26-12-2019,9,8602,Voeding:,Drankjes (frisdrank, sap, water),Coca-Cola Frisdrank in blik,5.1
12033,27-12-2019,24,5110,Elektronica:,Slimme horloges,Garmin Forerunner 945 voor hardlopers en sporters,428.0
14096,27-12-2019,14,5077,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,Drunk Elephant T.L.C. Framboos Glycolic Night Serum,17.9
18595,27-12-2019,15,13022,Voeding:,Bakkerijproducten,Rijkelijke chocoladecroissants als ontbijttraktatie,7.8
18721,27-12-2019,22,1255,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Bosch QuietCast Remblokken voor soepele remming,80.1
2839,28-12-2019,28,4636,Elektronica:,Smartphones,Xiaomi Mi 11 met betaalbare prijs en sterke specificaties,534.5
7060,28-12-2019,4,14149,Kleding en Mode:,Schoenen,Chelsea laarzen met su de afwerking,129.0
12984,28-12-2019,29,5834,Boeken en Onderwijs:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,28.1
14959,28-12-2019,18,12016,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,424.8
17346,28-12-2019,10,4960,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,777.2
18353,28-12-2019,2,14598,Voeding:,Zuivelproducten,Cheddar Kaasblokjes voor tussendoor,7.2
2459,29-12-2019,24,3757,Auto en Transport:,Fietsen en scooters,Xiaomi Mi Electric Scooter voor stadsvervoer,397.9
4105,29-12-2019,18,14673,Voeding:,Verpakte snacks,Lay's Classic Chips voor een klassieke snack,6.3
6211,29-12-2019,5,8236,Kleding en Mode:,Jurken,Knielange A-lijn jurk met bloemenprint,110.6
14183,29-12-2019,5,13134,Auto en Transport:,Fietsen en scooters,Razor A5 Lux Step Scooter voor kinderen en tieners,195.6
17348,29-12-2019,16,11579,Boeken en Onderwijs:,E-books en audioboeken,The Hunger Games door Suzanne Collins (E-book),12.2
16479,30-12-2019,15,7525,Woondecoratie:,Kaarsen en geurverspreiders,Aromatherapie Essenti le Oli n voor geurige ontspanning,12.7
20371,30-12-2019,23,4869,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Bosch QuietCast Remblokken voor soepele remming,76.0
2261,31-12-2019,11,11121,Sport en Recreatie:,Sportschoenen,Under Armour Project Rock Trainingsschoenen met grip,44.3
16166,31-12-2019,21,10867,Sport en Recreatie:,Sportschoenen,Under Armour Project Rock Trainingsschoenen met grip,49.1
18900,31-12-2019,16,4020,Voeding:,Bakkerijproducten,Rijkelijke chocoladecroissants als ontbijttraktatie,8.7
15500,1-1-2020,22,6349,Kleding en Mode:,Jurken,Knielange A-lijn jurk met bloemenprint,115.1
18655,1-1-2020,25,10927,Sport en Recreatie:,Fietsen,Specialized Turbo Vado E-bike voor elektrische ondersteuning,540.2
19117,1-1-2020,13,2298,Boeken en Onderwijs:,Educatieve materialen,National Geographic Kids Magazine voor jeugdige leerlingen,83.3
8255,2-1-2020,30,5721,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,Neutrogena Hydro Boost Water Gel voor verfrissing,35.7
15238,2-1-2020,29,8504,Auto en Transport:,Fictie en non-fictie boeken,Educated door Tara Westover,11.6
3935,3-1-2020,19,12132,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Panasonic Inverter Magnetronoven voor snel opwarmen,121.5
4634,3-1-2020,12,14961,Boeken en Onderwijs:,E-books en audioboeken,The Hunger Games door Suzanne Collins (E-book),13.3
5660,3-1-2020,29,8771,Kleding en Mode:,Schoenen,Witte leren sneakers met rubberen zool,189.7
10148,3-1-2020,4,5871,Voeding:,Verse producten (groenten, fruit, vlees, vis),Knapperige broccoli voor groene smoothies,19.2
18289,3-1-2020,4,6323,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,24.1
1199,4-1-2020,28,13956,Huishoudelijke Artikelen:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,84.3
1823,4-1-2020,6,5300,Elektronica:,Koptelefoons,Apple AirPods Pro met transparantiemodus,136.3
3027,4-1-2020,6,11770,Kleding en Mode:,Hoeden,Baseball pet met logo,21.0
5228,4-1-2020,4,3656,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,414.9
9432,4-1-2020,10,5108,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,131.2
11760,4-1-2020,13,13308,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,62.8
14601,4-1-2020,24,12113,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,421.1
2127,5-1-2020,24,5651,Reizen en Toerisme:,Reispakketten,Avontuurlijke Safari Reis door Kenia en Tanzania,2445.6
2869,5-1-2020,6,560,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,358.5
16234,5-1-2020,26,6763,Kleding en Mode:,Schoenen,Espadrilles met jute zolen,150.9
16636,5-1-2020,12,2878,Kleding en Mode:,Jurken,Knielange A-lijn jurk met bloemenprint,102.4
18510,5-1-2020,7,12954,Woondecoratie:,Kussens en dekens,Katoenen Gooikussen met geometrisch patroon,64.0
1761,6-1-2020,16,2234,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,47.8
2345,6-1-2020,4,11850,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,153.8
2856,6-1-2020,18,8981,Boeken en Onderwijs:,E-books en audioboeken,Where the Crawdads Sing door Delia Owens (E-book),17.3
5805,6-1-2020,5,6951,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2414.2
8727,6-1-2020,1,3890,Voeding:,Zuivelproducten,Volle melk voor het maken van koffie,7.9
8973,6-1-2020,21,4733,Schoonheids- en Verzorgingsproducten:,Make-up,MAC Ruby Woo Lipstick voor een klassieke rode lip,40.5
12073,6-1-2020,24,9937,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,42.4
13867,6-1-2020,9,11878,Elektronica:,Laptops,HP Spectre x360 met 2-in-1 functionaliteit,1195.1
3077,7-1-2020,12,13965,Elektronica:,Tablets,Amazon Fire HD 10 voor betaalbare entertainment,528.8
15113,7-1-2020,4,5981,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Memory Foam Kussen voor ergonomische ondersteuning,88.3
8103,8-1-2020,8,7320,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,5.1
16579,8-1-2020,4,1156,Auto en Transport:,Fietsen en scooters,Segway Ninebot MAX G30LP E-scooter met lange actieradius,936.0
2683,9-1-2020,20,10881,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,148.3
8805,9-1-2020,5,14061,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Wilson Blade Tennisracket voor precisie en kracht,68.4
14703,9-1-2020,25,3102,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,382.7
15209,9-1-2020,26,1228,Sport en Recreatie:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,95.2
10155,10-1-2020,11,4596,Elektronica:,Slimme horloges,Fitbit Versa 3 met fitness- en slaaptracking,770.6
10536,10-1-2020,27,9576,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Vintage dressoir met opbergruimte,745.9
13450,10-1-2020,19,12741,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,186.3
14903,10-1-2020,13,8240,Woondecoratie:,Kaarsen en geurverspreiders,Glazen Geurkaars met Zeebriesaroma voor frisheid,21.1
17596,10-1-2020,17,14258,Schoonheids- en Verzorgingsproducten:,Make-up,Maybelline Great Lash Mascara voor volle wimpers,32.0
3541,11-1-2020,11,2634,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,11.0
4931,11-1-2020,3,3812,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Vintage dressoir met opbergruimte,673.2
8533,11-1-2020,20,13225,Elektronica:,Laptops,Lenovo ThinkPad X1 Carbon voor zakelijke gebruikers,883.1
20612,11-1-2020,29,193,Auto en Transport:,Autowas- en reinigingsproducten,Stoner Invisible Glass Cleaner voor streepvrije ramen,8.8
8144,12-1-2020,3,6762,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Shea Moisture Curl Enhancing Smoothie voor krullend haar,25.3
13056,12-1-2020,8,4572,Voeding:,Verse producten (groenten, fruit, vlees, vis),Biologische appels van lokale boerderij,6.3
17147,12-1-2020,26,3140,Reizen en Toerisme:,Activiteiten en rondleidingen,Northern Lights Tour in Lapland, Finland,20.5
2275,13-1-2020,3,9040,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Dyson V15 Detect Stofzuiger met geavanceerde sensoren,610.1
6938,13-1-2020,10,2996,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,Neutrogena Hydro Boost Water Gel voor verfrissing,34.3
9149,13-1-2020,8,837,Sport en Recreatie:,Sportschoenen,New Balance Fresh Foam Hardloopschoenen voor demping,44.4
13034,13-1-2020,11,13540,Boeken en Onderwijs:,Educatieve materialen,Khan Academy Online Cursussen voor zelfstudie,92.0
13693,13-1-2020,2,13066,Reizen en Toerisme:,Reispakketten,Cultuur en Historie Rondreis door Itali ,1315.7
16853,13-1-2020,25,13472,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,53.3
19738,13-1-2020,5,14172,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,46.9
1292,14-1-2020,19,8656,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,108.3
5403,14-1-2020,18,5056,Schoonheids- en Verzorgingsproducten:,Parfums,Chanel No. 5 Eau de Parfum voor tijdloze elegantie,239.0
20010,14-1-2020,19,14137,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,146.3
1556,15-1-2020,25,3951,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Shea Moisture Curl Enhancing Smoothie voor krullend haar,27.4
1645,15-1-2020,28,6809,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Cuisinart IJsmachine voor huisgemaakt ijs,78.0
10555,15-1-2020,25,9015,Sport en Recreatie:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,101.6
15876,15-1-2020,18,8775,Sport en Recreatie:,Sportschoenen,Asics Gel-Kayano 28 voor stabiliteit en ondersteuning,168.4
17347,15-1-2020,24,853,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Luxe dekbedovertrekset met satijnen afwerking,115.7
14405,16-1-2020,19,127,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,18.7
19062,16-1-2020,19,8200,Voeding:,Zuivelproducten,Yoplait Fruitige Yoghurt met aardbeiensmaak,7.7
19718,16-1-2020,30,5178,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,20.0
2886,17-1-2020,19,14418,Sport en Recreatie:,Fietsen,Trek Domane SL Racefiets voor lange ritten,702.2
16629,17-1-2020,27,7573,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Mobil 1 Full Synthetic Motorolie voor bescherming,71.4
2626,18-1-2020,18,8118,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,19.8
6575,18-1-2020,13,9370,Reizen en Toerisme:,Hotelaccommodaties,Rustiek Chalet in Zwitserse Alpen voor bergavontuur,363.5
8355,18-1-2020,10,12135,Sport en Recreatie:,Sportschoenen,New Balance Fresh Foam Hardloopschoenen voor demping,43.9
9286,18-1-2020,3,117,Boeken en Onderwijs:,Schrijfwaren,Staedtler Triplus Fineliner Set voor nauwkeurige lijnen,4.8
9351,18-1-2020,8,11962,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Mobil 1 Full Synthetic Motorolie voor bescherming,68.6
10935,18-1-2020,20,1259,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,89.8
15022,18-1-2020,3,13045,Kleding en Mode:,Broeken,Slim fit jeans met lichte wassing,47.4
17377,18-1-2020,19,12120,Reizen en Toerisme:,Reisverzekeringen,Single-Trip Reisverzekering voor Europese stedentrip,190.0
2585,19-1-2020,5,2100,Kleding en Mode:,T-shirts,V-hals T-shirt met subtiele print,39.0
9833,19-1-2020,6,5621,Elektronica:,Smartphones,Xiaomi Mi 11 met betaalbare prijs en sterke specificaties,528.2
12900,19-1-2020,17,8732,Auto en Transport:,Fietsen en scooters,Trek Dual Sport+ Elektrische Fiets voor veelzijdigheid,930.0
1851,20-1-2020,7,178,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Wilson Blade Tennisracket voor precisie en kracht,66.7
5890,20-1-2020,30,6625,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,1.1
13420,20-1-2020,19,10669,Auto en Transport:,Autowas- en reinigingsproducten,Armor All Car Interior Cleaner voor interieuronderhoud,29.4
18030,20-1-2020,6,5218,Voeding:,Drankjes (frisdrank, sap, water),San Pellegrino Sprankelend Mineraalwater,4.9
19294,20-1-2020,26,12637,Elektronica:,Tablets,Amazon Fire HD 10 voor betaalbare entertainment,565.6
1480,21-1-2020,30,305,Auto en Transport:,Autowas- en reinigingsproducten,Armor All Car Interior Cleaner voor interieuronderhoud,30.9
1658,21-1-2020,15,8453,Sport en Recreatie:,Fitnessapparatuur,Peloton Spin Bike met interactieve lessen,1213.2
1893,21-1-2020,12,3454,Voeding:,Verse producten (groenten, fruit, vlees, vis),Knapperige broccoli voor groene smoothies,17.6
4924,21-1-2020,27,9818,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,197.8
8141,21-1-2020,30,2305,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1352.9
11465,21-1-2020,13,1846,Voeding:,Zuivelproducten,Volle melk voor het maken van koffie,8.8
12343,21-1-2020,21,9965,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Pantene Pro-V Shampoo voor volume en zachtheid,21.1
10630,22-1-2020,22,9355,Woondecoratie:,Beeldjes en ornamenten,Houten Boeddha Ornament voor spirituele sfeer,98.6
11356,22-1-2020,3,14220,Sport en Recreatie:,Fietsen,Cannondale Quick Hybride Fiets voor stadsvervoer,1164.3
16715,22-1-2020,9,14949,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Moroccanoil Treatment voor glans en hydratatie,6.5
17248,22-1-2020,18,8204,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,6.1
2973,23-1-2020,28,14869,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,La Roche-Posay Effaclar Cleanser voor acne-gevoelige huid,5.9
9739,23-1-2020,18,9988,Voeding:,Verpakte snacks,Lay's Classic Chips voor een klassieke snack,6.0
16022,23-1-2020,6,4366,Kleding en Mode:,Jurken,Knielange A-lijn jurk met bloemenprint,106.3
16859,24-1-2020,11,7020,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Opvouwbare campingstoelen voor buitenactiviteiten,631.5
19330,24-1-2020,15,13558,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,756.4
2041,25-1-2020,22,9378,Woondecoratie:,Planten en bloemen,Kamerplant: Monstera Deliciosa voor groene uitstraling,35.6
8134,25-1-2020,28,11017,Woondecoratie:,Kussens en dekens,Gebreide Deken met Grof Patroon voor textuur,71.4
16794,25-1-2020,11,14838,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,27.4
16763,26-1-2020,8,8036,Boeken en Onderwijs:,Educatieve materialen,Rosetta Stone Taalcursus voor taalverwerving,81.0
20726,26-1-2020,3,4732,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),WeatherTech DigitalFit Automatten voor bescherming,20.3
3417,27-1-2020,27,7723,Kleding en Mode:,Jurken,Cocktailjurk met sweetheart halslijn,72.3
5676,27-1-2020,24,326,Boeken en Onderwijs:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,14.8
14747,27-1-2020,26,8664,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,387.9
2014,28-1-2020,14,13661,Sport en Recreatie:,Fietsen,Cannondale Quick Hybride Fiets voor stadsvervoer,1119.0
4162,28-1-2020,5,219,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,107.0
5329,28-1-2020,15,1635,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,6.3
12183,28-1-2020,25,8448,Elektronica:,Laptops,ASUS ROG Zephyrus G14 voor gamers en creatievelingen,2335.8
15364,28-1-2020,13,4724,Huishoudelijke Artikelen:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,88.3
18229,28-1-2020,29,7424,Kleding en Mode:,Broeken,Slim fit jeans met lichte wassing,48.0
1162,29-1-2020,9,13686,Woondecoratie:,Schilderijen en wanddecoratie,Spiegel met Vintage Frame voor elegante uitstraling,81.9
4268,29-1-2020,19,3547,Boeken en Onderwijs:,Studieboeken,Calculus: Early Transcendentals door James Stewart,104.2
6346,29-1-2020,26,12032,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,421.1
8874,29-1-2020,9,2477,Boeken en Onderwijs:,Schrijfwaren,Sharpie Permanent Markers voor diverse oppervlakken,16.4
11877,29-1-2020,20,7321,Schoonheids- en Verzorgingsproducten:,Parfums,Chanel No. 5 Eau de Parfum voor tijdloze elegantie,254.7
17989,29-1-2020,7,3508,Kleding en Mode:,T-shirts,Oversized vintage T-shirt,18.7
4798,30-1-2020,5,6798,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,11.1
10705,30-1-2020,23,8846,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Fram Extra Guard Oliefilter voor filtratie,33.4
11981,30-1-2020,4,2237,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,435.8
12914,30-1-2020,19,76,Kleding en Mode:,Broeken,Slim fit jeans met lichte wassing,52.6
12942,30-1-2020,8,11709,Auto en Transport:,Autowas- en reinigingsproducten,Turtle Wax Trim Restorer voor plastic en rubber,6.7
18686,30-1-2020,17,8020,Elektronica:,Slimme horloges,Apple Watch Series 7 met groot scherm en gezondheidsfuncties,411.9
1511,31-1-2020,23,11611,Reizen en Toerisme:,Activiteiten en rondleidingen,Snorkelavontuur in het Great Barrier Reef, Australi ,95.3
12260,31-1-2020,23,2114,Reizen en Toerisme:,Activiteiten en rondleidingen,Stadstour door Rome met Bezoek aan het Colosseum,152.4
4155,1-2-2020,9,5538,Voeding:,Bakkerijproducten,Zacht wit brood voor smakelijke sandwiches,9.2
13444,1-2-2020,15,2361,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),KitchenAid Food Processor voor hakken en mengen,150.6
14407,1-2-2020,20,10510,Auto en Transport:,Fietsen en scooters,Segway Ninebot MAX G30LP E-scooter met lange actieradius,1025.8
14412,1-2-2020,29,8944,Voeding:,Drankjes (frisdrank, sap, water),San Pellegrino Sprankelend Mineraalwater,5.3
5042,2-2-2020,18,8433,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Dyson V15 Detect Stofzuiger met geavanceerde sensoren,551.3
9783,2-2-2020,15,10893,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,35.0
13421,2-2-2020,9,1096,Reizen en Toerisme:,Vliegtickets,Premium Economy Vliegticket naar Tokyo,805.8
16783,2-2-2020,28,3589,Sport en Recreatie:,Fietsen,Giant Talon 29er Mountainbike voor off-road avonturen,220.7
2604,3-2-2020,20,7887,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,42.4
5361,3-2-2020,23,2424,Kleding en Mode:,Schoenen,Espadrilles met jute zolen,161.1
8498,3-2-2020,28,11571,Elektronica:,Smartphones,Apple iPhone 13 Pro met geavanceerde camera's,336.4
8895,3-2-2020,4,1543,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,12.7
9132,3-2-2020,8,14737,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,91.7
10014,3-2-2020,18,3774,Voeding:,Verpakte snacks,Nature Valley Granola Bars voor onderweg,4.9
2983,4-2-2020,19,11480,Reizen en Toerisme:,Vliegtickets,Premium Economy Vliegticket naar Tokyo,805.8
4417,4-2-2020,5,1591,Woondecoratie:,Planten en bloemen,Hangende Vetplant in Macram  Hanger voor verticaal tuinieren,21.1
